image_fname,mask_fname,folder,image_id,event_name,sample_id,event_type,non_damaged_pixels,light_damaged_pixels,medium_damaged_pixels,destroyed_pixels,non_damaged_buildings,light_damaged_buildings,medium_damaged_buildings,destroyed_buildings
train/images/hurricane-florence_00000135_post_disaster.png,train/masks/hurricane-florence_00000135_post_disaster.png,train,hurricane-florence_00000135_post_disaster,hurricane-florence,00000135,post,0,0,3932,0,0,0,5,0
train/images/hurricane-florence_00000135_pre_disaster.png,train/masks/hurricane-florence_00000135_pre_disaster.png,train,hurricane-florence_00000135_pre_disaster,hurricane-florence,00000135,pre,3932,0,0,0,5,0,0,0
train/images/hurricane-florence_00000141_post_disaster.png,train/masks/hurricane-florence_00000141_post_disaster.png,train,hurricane-florence_00000141_post_disaster,hurricane-florence,00000141,post,0,0,7526,0,0,0,8,0
train/images/hurricane-florence_00000141_pre_disaster.png,train/masks/hurricane-florence_00000141_pre_disaster.png,train,hurricane-florence_00000141_pre_disaster,hurricane-florence,00000141,pre,7526,0,0,0,8,0,0,0
train/images/hurricane-florence_00000143_post_disaster.png,train/masks/hurricane-florence_00000143_post_disaster.png,train,hurricane-florence_00000143_post_disaster,hurricane-florence,00000143,post,0,0,7037,10161,0,0,3,3
train/images/hurricane-florence_00000143_pre_disaster.png,train/masks/hurricane-florence_00000143_pre_disaster.png,train,hurricane-florence_00000143_pre_disaster,hurricane-florence,00000143,pre,17274,0,0,0,6,0,0,0
train/images/hurricane-florence_00000145_post_disaster.png,train/masks/hurricane-florence_00000145_post_disaster.png,train,hurricane-florence_00000145_post_disaster,hurricane-florence,00000145,post,0,0,406,0,0,0,1,0
train/images/hurricane-florence_00000145_pre_disaster.png,train/masks/hurricane-florence_00000145_pre_disaster.png,train,hurricane-florence_00000145_pre_disaster,hurricane-florence,00000145,pre,406,0,0,0,1,0,0,0
train/images/hurricane-florence_00000150_post_disaster.png,train/masks/hurricane-florence_00000150_post_disaster.png,train,hurricane-florence_00000150_post_disaster,hurricane-florence,00000150,post,0,0,5473,0,0,0,7,0
train/images/hurricane-florence_00000150_pre_disaster.png,train/masks/hurricane-florence_00000150_pre_disaster.png,train,hurricane-florence_00000150_pre_disaster,hurricane-florence,00000150,pre,5473,0,0,0,7,0,0,0
train/images/hurricane-florence_00000152_post_disaster.png,train/masks/hurricane-florence_00000152_post_disaster.png,train,hurricane-florence_00000152_post_disaster,hurricane-florence,00000152,post,3855,0,0,0,7,0,0,0
train/images/hurricane-florence_00000152_pre_disaster.png,train/masks/hurricane-florence_00000152_pre_disaster.png,train,hurricane-florence_00000152_pre_disaster,hurricane-florence,00000152,pre,3855,0,0,0,7,0,0,0
train/images/hurricane-florence_00000160_post_disaster.png,train/masks/hurricane-florence_00000160_post_disaster.png,train,hurricane-florence_00000160_post_disaster,hurricane-florence,00000160,post,0,0,1821,0,0,0,4,0
train/images/hurricane-florence_00000160_pre_disaster.png,train/masks/hurricane-florence_00000160_pre_disaster.png,train,hurricane-florence_00000160_pre_disaster,hurricane-florence,00000160,pre,1864,0,0,0,4,0,0,0
train/images/hurricane-florence_00000167_post_disaster.png,train/masks/hurricane-florence_00000167_post_disaster.png,train,hurricane-florence_00000167_post_disaster,hurricane-florence,00000167,post,0,0,2670,0,0,0,4,0
train/images/hurricane-florence_00000167_pre_disaster.png,train/masks/hurricane-florence_00000167_pre_disaster.png,train,hurricane-florence_00000167_pre_disaster,hurricane-florence,00000167,pre,2670,0,0,0,4,0,0,0
train/images/hurricane-florence_00000169_post_disaster.png,train/masks/hurricane-florence_00000169_post_disaster.png,train,hurricane-florence_00000169_post_disaster,hurricane-florence,00000169,post,66420,0,0,0,78,0,0,0
train/images/hurricane-florence_00000169_pre_disaster.png,train/masks/hurricane-florence_00000169_pre_disaster.png,train,hurricane-florence_00000169_pre_disaster,hurricane-florence,00000169,pre,66482,0,0,0,78,0,0,0
train/images/hurricane-florence_00000171_post_disaster.png,train/masks/hurricane-florence_00000171_post_disaster.png,train,hurricane-florence_00000171_post_disaster,hurricane-florence,00000171,post,0,0,2012,0,0,0,2,0
train/images/hurricane-florence_00000171_pre_disaster.png,train/masks/hurricane-florence_00000171_pre_disaster.png,train,hurricane-florence_00000171_pre_disaster,hurricane-florence,00000171,pre,2012,0,0,0,2,0,0,0
train/images/hurricane-florence_00000172_post_disaster.png,train/masks/hurricane-florence_00000172_post_disaster.png,train,hurricane-florence_00000172_post_disaster,hurricane-florence,00000172,post,0,0,6218,0,0,0,9,0
train/images/hurricane-florence_00000172_pre_disaster.png,train/masks/hurricane-florence_00000172_pre_disaster.png,train,hurricane-florence_00000172_pre_disaster,hurricane-florence,00000172,pre,6259,0,0,0,9,0,0,0
train/images/hurricane-florence_00000173_post_disaster.png,train/masks/hurricane-florence_00000173_post_disaster.png,train,hurricane-florence_00000173_post_disaster,hurricane-florence,00000173,post,39487,0,0,0,38,0,0,0
train/images/hurricane-florence_00000173_pre_disaster.png,train/masks/hurricane-florence_00000173_pre_disaster.png,train,hurricane-florence_00000173_pre_disaster,hurricane-florence,00000173,pre,39534,0,0,0,38,0,0,0
train/images/hurricane-florence_00000176_post_disaster.png,train/masks/hurricane-florence_00000176_post_disaster.png,train,hurricane-florence_00000176_post_disaster,hurricane-florence,00000176,post,7221,0,0,0,12,0,0,0
train/images/hurricane-florence_00000176_pre_disaster.png,train/masks/hurricane-florence_00000176_pre_disaster.png,train,hurricane-florence_00000176_pre_disaster,hurricane-florence,00000176,pre,7221,0,0,0,12,0,0,0
train/images/hurricane-florence_00000177_post_disaster.png,train/masks/hurricane-florence_00000177_post_disaster.png,train,hurricane-florence_00000177_post_disaster,hurricane-florence,00000177,post,0,0,0,0,0,0,0,0
train/images/hurricane-florence_00000177_pre_disaster.png,train/masks/hurricane-florence_00000177_pre_disaster.png,train,hurricane-florence_00000177_pre_disaster,hurricane-florence,00000177,pre,0,0,0,0,0,0,0,0
train/images/hurricane-florence_00000179_post_disaster.png,train/masks/hurricane-florence_00000179_post_disaster.png,train,hurricane-florence_00000179_post_disaster,hurricane-florence,00000179,post,0,0,16202,0,0,0,30,0
train/images/hurricane-florence_00000179_pre_disaster.png,train/masks/hurricane-florence_00000179_pre_disaster.png,train,hurricane-florence_00000179_pre_disaster,hurricane-florence,00000179,pre,16202,0,0,0,30,0,0,0
train/images/hurricane-florence_00000182_post_disaster.png,train/masks/hurricane-florence_00000182_post_disaster.png,train,hurricane-florence_00000182_post_disaster,hurricane-florence,00000182,post,0,0,0,0,0,0,0,0
train/images/hurricane-florence_00000182_pre_disaster.png,train/masks/hurricane-florence_00000182_pre_disaster.png,train,hurricane-florence_00000182_pre_disaster,hurricane-florence,00000182,pre,0,0,0,0,0,0,0,0
train/images/hurricane-florence_00000184_post_disaster.png,train/masks/hurricane-florence_00000184_post_disaster.png,train,hurricane-florence_00000184_post_disaster,hurricane-florence,00000184,post,56957,0,0,0,61,0,0,0
train/images/hurricane-florence_00000184_pre_disaster.png,train/masks/hurricane-florence_00000184_pre_disaster.png,train,hurricane-florence_00000184_pre_disaster,hurricane-florence,00000184,pre,56957,0,0,0,61,0,0,0
train/images/hurricane-florence_00000186_post_disaster.png,train/masks/hurricane-florence_00000186_post_disaster.png,train,hurricane-florence_00000186_post_disaster,hurricane-florence,00000186,post,0,0,4605,0,0,0,7,0
train/images/hurricane-florence_00000186_pre_disaster.png,train/masks/hurricane-florence_00000186_pre_disaster.png,train,hurricane-florence_00000186_pre_disaster,hurricane-florence,00000186,pre,4605,0,0,0,7,0,0,0
train/images/hurricane-florence_00000187_post_disaster.png,train/masks/hurricane-florence_00000187_post_disaster.png,train,hurricane-florence_00000187_post_disaster,hurricane-florence,00000187,post,111370,0,0,0,45,0,0,0
train/images/hurricane-florence_00000187_pre_disaster.png,train/masks/hurricane-florence_00000187_pre_disaster.png,train,hurricane-florence_00000187_pre_disaster,hurricane-florence,00000187,pre,111388,0,0,0,45,0,0,0
train/images/hurricane-florence_00000196_post_disaster.png,train/masks/hurricane-florence_00000196_post_disaster.png,train,hurricane-florence_00000196_post_disaster,hurricane-florence,00000196,post,112639,0,0,0,85,0,0,0
train/images/hurricane-florence_00000196_pre_disaster.png,train/masks/hurricane-florence_00000196_pre_disaster.png,train,hurricane-florence_00000196_pre_disaster,hurricane-florence,00000196,pre,112808,0,0,0,85,0,0,0
train/images/hurricane-florence_00000197_post_disaster.png,train/masks/hurricane-florence_00000197_post_disaster.png,train,hurricane-florence_00000197_post_disaster,hurricane-florence,00000197,post,0,0,5277,0,0,0,9,0
train/images/hurricane-florence_00000197_pre_disaster.png,train/masks/hurricane-florence_00000197_pre_disaster.png,train,hurricane-florence_00000197_pre_disaster,hurricane-florence,00000197,pre,5277,0,0,0,9,0,0,0
train/images/hurricane-florence_00000200_post_disaster.png,train/masks/hurricane-florence_00000200_post_disaster.png,train,hurricane-florence_00000200_post_disaster,hurricane-florence,00000200,post,14418,0,0,0,20,0,0,0
train/images/hurricane-florence_00000200_pre_disaster.png,train/masks/hurricane-florence_00000200_pre_disaster.png,train,hurricane-florence_00000200_pre_disaster,hurricane-florence,00000200,pre,14418,0,0,0,20,0,0,0
train/images/hurricane-florence_00000204_post_disaster.png,train/masks/hurricane-florence_00000204_post_disaster.png,train,hurricane-florence_00000204_post_disaster,hurricane-florence,00000204,post,1396,0,0,0,3,0,0,0
train/images/hurricane-florence_00000204_pre_disaster.png,train/masks/hurricane-florence_00000204_pre_disaster.png,train,hurricane-florence_00000204_pre_disaster,hurricane-florence,00000204,pre,1436,0,0,0,3,0,0,0
train/images/hurricane-florence_00000208_post_disaster.png,train/masks/hurricane-florence_00000208_post_disaster.png,train,hurricane-florence_00000208_post_disaster,hurricane-florence,00000208,post,0,0,957,0,0,0,1,0
train/images/hurricane-florence_00000208_pre_disaster.png,train/masks/hurricane-florence_00000208_pre_disaster.png,train,hurricane-florence_00000208_pre_disaster,hurricane-florence,00000208,pre,972,0,0,0,1,0,0,0
train/images/hurricane-florence_00000211_post_disaster.png,train/masks/hurricane-florence_00000211_post_disaster.png,train,hurricane-florence_00000211_post_disaster,hurricane-florence,00000211,post,0,0,23350,0,0,0,36,0
train/images/hurricane-florence_00000211_pre_disaster.png,train/masks/hurricane-florence_00000211_pre_disaster.png,train,hurricane-florence_00000211_pre_disaster,hurricane-florence,00000211,pre,23372,0,0,0,36,0,0,0
train/images/hurricane-florence_00000215_post_disaster.png,train/masks/hurricane-florence_00000215_post_disaster.png,train,hurricane-florence_00000215_post_disaster,hurricane-florence,00000215,post,4325,2450,0,0,7,5,0,0
train/images/hurricane-florence_00000215_pre_disaster.png,train/masks/hurricane-florence_00000215_pre_disaster.png,train,hurricane-florence_00000215_pre_disaster,hurricane-florence,00000215,pre,6775,0,0,0,12,0,0,0
train/images/hurricane-florence_00000225_post_disaster.png,train/masks/hurricane-florence_00000225_post_disaster.png,train,hurricane-florence_00000225_post_disaster,hurricane-florence,00000225,post,23802,0,0,0,36,0,0,0
train/images/hurricane-florence_00000225_pre_disaster.png,train/masks/hurricane-florence_00000225_pre_disaster.png,train,hurricane-florence_00000225_pre_disaster,hurricane-florence,00000225,pre,23802,0,0,0,36,0,0,0
train/images/hurricane-florence_00000228_post_disaster.png,train/masks/hurricane-florence_00000228_post_disaster.png,train,hurricane-florence_00000228_post_disaster,hurricane-florence,00000228,post,10731,923,0,0,15,1,0,0
train/images/hurricane-florence_00000228_pre_disaster.png,train/masks/hurricane-florence_00000228_pre_disaster.png,train,hurricane-florence_00000228_pre_disaster,hurricane-florence,00000228,pre,11691,0,0,0,16,0,0,0
train/images/hurricane-florence_00000235_post_disaster.png,train/masks/hurricane-florence_00000235_post_disaster.png,train,hurricane-florence_00000235_post_disaster,hurricane-florence,00000235,post,5493,0,0,0,6,0,0,0
train/images/hurricane-florence_00000235_pre_disaster.png,train/masks/hurricane-florence_00000235_pre_disaster.png,train,hurricane-florence_00000235_pre_disaster,hurricane-florence,00000235,pre,5503,0,0,0,6,0,0,0
train/images/hurricane-florence_00000240_post_disaster.png,train/masks/hurricane-florence_00000240_post_disaster.png,train,hurricane-florence_00000240_post_disaster,hurricane-florence,00000240,post,8204,0,0,0,13,0,0,0
train/images/hurricane-florence_00000240_pre_disaster.png,train/masks/hurricane-florence_00000240_pre_disaster.png,train,hurricane-florence_00000240_pre_disaster,hurricane-florence,00000240,pre,8204,0,0,0,13,0,0,0
train/images/hurricane-florence_00000249_post_disaster.png,train/masks/hurricane-florence_00000249_post_disaster.png,train,hurricane-florence_00000249_post_disaster,hurricane-florence,00000249,post,10189,0,0,0,11,0,0,0
train/images/hurricane-florence_00000249_pre_disaster.png,train/masks/hurricane-florence_00000249_pre_disaster.png,train,hurricane-florence_00000249_pre_disaster,hurricane-florence,00000249,pre,10189,0,0,0,11,0,0,0
train/images/hurricane-florence_00000253_post_disaster.png,train/masks/hurricane-florence_00000253_post_disaster.png,train,hurricane-florence_00000253_post_disaster,hurricane-florence,00000253,post,5292,0,0,0,3,0,0,0
train/images/hurricane-florence_00000253_pre_disaster.png,train/masks/hurricane-florence_00000253_pre_disaster.png,train,hurricane-florence_00000253_pre_disaster,hurricane-florence,00000253,pre,5292,0,0,0,3,0,0,0
train/images/hurricane-florence_00000262_post_disaster.png,train/masks/hurricane-florence_00000262_post_disaster.png,train,hurricane-florence_00000262_post_disaster,hurricane-florence,00000262,post,14434,0,0,0,23,0,0,0
train/images/hurricane-florence_00000262_pre_disaster.png,train/masks/hurricane-florence_00000262_pre_disaster.png,train,hurricane-florence_00000262_pre_disaster,hurricane-florence,00000262,pre,14449,0,0,0,23,0,0,0
train/images/hurricane-florence_00000265_post_disaster.png,train/masks/hurricane-florence_00000265_post_disaster.png,train,hurricane-florence_00000265_post_disaster,hurricane-florence,00000265,post,35648,0,0,0,44,0,0,0
train/images/hurricane-florence_00000265_pre_disaster.png,train/masks/hurricane-florence_00000265_pre_disaster.png,train,hurricane-florence_00000265_pre_disaster,hurricane-florence,00000265,pre,35701,0,0,0,44,0,0,0
train/images/hurricane-florence_00000267_post_disaster.png,train/masks/hurricane-florence_00000267_post_disaster.png,train,hurricane-florence_00000267_post_disaster,hurricane-florence,00000267,post,0,0,561,0,0,0,2,0
train/images/hurricane-florence_00000267_pre_disaster.png,train/masks/hurricane-florence_00000267_pre_disaster.png,train,hurricane-florence_00000267_pre_disaster,hurricane-florence,00000267,pre,561,0,0,0,2,0,0,0
train/images/hurricane-florence_00000268_post_disaster.png,train/masks/hurricane-florence_00000268_post_disaster.png,train,hurricane-florence_00000268_post_disaster,hurricane-florence,00000268,post,825,2326,11401,0,1,3,17,0
train/images/hurricane-florence_00000268_pre_disaster.png,train/masks/hurricane-florence_00000268_pre_disaster.png,train,hurricane-florence_00000268_pre_disaster,hurricane-florence,00000268,pre,14610,0,0,0,21,0,0,0
